comName,sciName,invasionStatus,conservStatus,reg_US_Northeast,reg_US_Southeast,reg_US_Midwest,reg_US_Rockies,reg_US_Southwest,reg_US_WestCoast,reg_Alaska,reg_Hawaii,reg_Canada_Greenland,reg_Central_America,reg_Caribbean
Gray-crowned Goldfinch,Carduelis caniceps,Rare/Accidental,,Rare/Accidental,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Absent
European Serin,Serinus serinus,Rare/Accidental,,Rare/Accidental,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent
Island Canary,Serinus canaria,Introduced,Least concern,Rare/Accidental,Introduced,Introduced,Introduced,Introduced,Introduced,Absent,Introduced,Introduced,Introduced,Introduced
Eurasian Siskin,Spinus spinus,Rare/Accidental,,Rare/Accidental,Absent,Rare/Accidental,Absent,Absent,Absent,Rare/Accidental,Absent,Rare/Accidental,Absent,Absent
Pine Siskin,Spinus pinus,Native,Least concern,Native,native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Black-capped Siskin,Spinus atriceps,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black-headed Siskin,Spinus notatus,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Antillean Siskin,Spinus dominicensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Lesser Goldfinch,Spinus psaltria,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
Lawrence's Goldfinch,Spinus lawrencei,Native,Least concern,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent,Present,Absent
American Goldfinch,Spinus tristis,Native,Least concern,Native,native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Yellow-bellied Siskin,Spinus xanthogastrus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Red Siskin,Spinus cucullatus,Introduced,Endangered,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Introduced
Hooded Siskin,Spinus magellanicus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent
