speciesCode,comName,sciName,reg_US_Northeast,reg_US_Southeast,reg_US_Midwest,reg_US_Rockies,reg_US_Southwest,reg_US_WestCoast,reg_Alaska,reg_Hawaii,reg_Canada_Greenland,reg_Central_America,reg_Caribbean
lottyr1,Long-tailed Tyrant,Colonia colonus,,,,,,,,,,Present,
flafly1,Flammulated Flycatcher,Ramphotrigon flammulatum,,,,,,,,,,Present,
brratt1,Bright-rumped Attila,Attila spadiceus,,,,,,,,,,Present,Present
siryst3,Choco Sirystes,Sirystes albogriseus,,,,,,,,,,Present,
rufmou1,Rufous Mourner,Rhytipterna holerythra,,,,,,,,,,Present,
yucfly1,Yucatan Flycatcher,Myiarchus yucatanensis,,,,,,,,,,Present,
sadfly1,Sad Flycatcher,Myiarchus barbirostris,,,,,,,,,,,Present
ducfly,Dusky-capped Flycatcher,Myiarchus tuberculifer,,Present,,Present,Present,Present,,,,Present,Present
swafly1,Swainson's Flycatcher,Myiarchus swainsoni,,,,,,,,,,,Present
venfly1,Venezuelan Flycatcher,Myiarchus venezuelensis,,,,,,,,,,,Present
panfly1,Panama Flycatcher,Myiarchus panamensis,,,,,,,,,,Present,
astfly,Ash-throated Flycatcher,Myiarchus cinerascens,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
nutfly1,Nutting's Flycatcher,Myiarchus nuttingi,,,,,Present,Present,,,,Present,
nutfly2,Salvadoran Flycatcher,Myiarchus flavidior,,,,,,,,,,Present,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
bncfly,Brown-crested Flycatcher,Myiarchus tyrannulus,,Present,,Present,Present,Present,,,,Present,Present
grefly1,Grenada Flycatcher,Myiarchus nugator,,,,,,,,,,,Present
rutfly1,Rufous-tailed Flycatcher,Myiarchus validus,,,,,,,,,,,Present
lasfly,La Sagra's Flycatcher,Myiarchus sagrae,,Present,,,,,,,,,Present
stofly1,Stolid Flycatcher,Myiarchus stolidus,,,,,,,,,,,Present
purfly1,Puerto Rican Flycatcher,Myiarchus antillarum,,,,,,,,,,,Present
leafly1,Lesser Antillean Flycatcher,Myiarchus oberi,,,,,,,,,,,Present
cattyr,Cattle Tyrant,Machetornis rixosa,,,,,Present,,,,,Present,Present
leskis1,Lesser Kiskadee,Philohydor lictor,,,,,,,,,,Present,
grekis,Great Kiskadee,Pitangus sulphuratus,,Present,Present,Present,Present,,,,Present,Present,Present
bobfly1,Boat-billed Flycatcher,Megarynchus pitangua,,,,,,,,,,Present,Present
rumfly1,Rusty-margined Flycatcher,Myiozetetes cayanensis,,,,,,,,,,Present,
socfly1,Social Flycatcher,Myiozetetes similis,,,,,Present,,,,,Present,
grcfly1,Gray-capped Flycatcher,Myiozetetes granadensis,,,,,,,,,,Present,
whrfly,White-ringed Flycatcher,Conopias albovittatus,,,,,,,,,,Present,
gobfly1,Golden-bellied Flycatcher,Myiodynastes hemichrysus,,,,,,,,,,Present,
strfly1,Streaked Flycatcher,Myiodynastes maculatus,,,,,,,,,,Present,Present
subfly,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,Present,Present,,Present,Present,Present,,,Present,Present,
pirfly1,Piratic Flycatcher,Legatus leucophaius,,Present,Present,,Present,,,,,Present,Present
varfly,Variegated Flycatcher,Empidonomus varius,Present,Present,Present,,Present,Present,,,Present,Present,Present
croslf1,Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus,,Present,,,,,,,,Present,Present
sulfly1,Sulphury Flycatcher,Tyrannopsis sulphurea,,,,,,,,,,,Present
trokin,Tropical Kingbird,Tyrannus melancholicus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
coukin,Couch's Kingbird,Tyrannus couchii,Present,Present,Present,Present,Present,Present,,,,Present,
caskin,Cassin's Kingbird,Tyrannus vociferans,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
thbkin,Thick-billed Kingbird,Tyrannus crassirostris,,,Present,Present,Present,Present,,,Present,Present,
weskin,Western Kingbird,Tyrannus verticalis,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
easkin,Eastern Kingbird,Tyrannus tyrannus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
grykin,Gray Kingbird,Tyrannus dominicensis,Present,Present,Present,,Present,,,,Present,Present,Present
logkin,Loggerhead Kingbird,Tyrannus caudifasciatus,,Present,,,,,,,,Present,Present
giakin1,Giant Kingbird,Tyrannus cubensis,,,,,,,,,,,Present
sctfly,Scissor-tailed Flycatcher,Tyrannus forficatus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
fotfly,Fork-tailed Flycatcher,Tyrannus savana,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
rubpep1,Rufous-browed Peppershrike,Cyclarhis gujanensis,,,,,,,,,,Present,Present
scrgre1,Scrub Greenlet,Hylophilus flavipes,,,,,,,,,,Present,Present
cssvir1,Chestnut-sided Shrike-Vireo,Vireolanius melitophrys,,,,,,,,,,Present,
grsvir1,Green Shrike-Vireo,Vireolanius pulchellus,,,,,,,,,,Present,
ybsvir1,Yellow-browed Shrike-Vireo,Vireolanius eximius,,,,,,,,,,Present,
tacgre2,Ochre-crowned Greenlet,Tunchiornis ochraceiceps,,,,,,,,,,Present,
lesgre1,Lesser Greenlet,Pachysylvia decurtata,,,,,,,,,,Present,
gofgre1,Golden-fronted Greenlet,Pachysylvia aurantiifrons,,,,,,,,,,Present,Present
golvir1,Golden Vireo,Vireo hypochryseus,,,,,,,,,,Present,
blmvir1,Blue Mountain Vireo,Vireo osburni,,,,,,,,,,,Present
slavir1,Slaty Vireo,Vireo brevipennis,,,,,,,,,,Present,
bkcvir1,Black-capped Vireo,Vireo atricapilla,,Present,Present,,Present,,,,Present,Present,
dwavir1,Dwarf Vireo,Vireo nelsoni,,,,,,,,,,Present,
whevir,White-eyed Vireo,Vireo griseus,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
thbvir,Thick-billed Vireo,Vireo crassirostris,,Present,,,,,,,,,Present
manvir1,Mangrove Vireo,Vireo pallens,,,,,,,,,,Present,
cozvir1,Cozumel Vireo,Vireo bairdi,,,,,,,,,,Present,
jamvir1,Jamaican Vireo,Vireo modestus,,,,,,,,,,,Present
cubvir1,Cuban Vireo,Vireo gundlachii,,Present,,,,,,,,,Present
purvir1,Puerto Rican Vireo,Vireo latimeri,,,,,,,,,,,Present
flbvir1,Flat-billed Vireo,Vireo nanus,,,,,,,,,,,Present
belvir,Bell's Vireo,Vireo bellii,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
gryvir,Gray Vireo,Vireo vicinior,,,Present,Present,Present,Present,,,,Present,
hutvir,Hutton's Vireo,Vireo huttoni,,,,Present,Present,Present,,,Present,Present,
yetvir,Yellow-throated Vireo,Vireo flavifrons,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
yewvir1,Yellow-winged Vireo,Vireo carmioli,,,,,,,,,,Present,
casvir,Cassin's Vireo,Vireo cassinii,Present,Present,Present,Present,Present,Present,Present,,Present,Present,
buhvir,Blue-headed Vireo,Vireo solitarius,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
plsvir,Plumbeous Vireo,Vireo plumbeus,,Present,Present,Present,Present,Present,,,Present,Present,
phivir,Philadelphia Vireo,Vireo philadelphicus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
eawvir1,Eastern Warbling Vireo,Vireo gilvus,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
wewvir2,Western Warbling Vireo,Vireo swainsoni,Present,Present,Present,Present,Present,Present,Present,,Present,Present,
brcvir1,Brown-capped Vireo,Vireo leucophrys,,,,,,,,,,Present,
reevir1,Red-eyed Vireo,Vireo olivaceus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
chivir1,Chivi Vireo,Vireo chivi,,,,,,,,,,,Present
yegvir,Yellow-green Vireo,Vireo flavoviridis,Present,Present,,Present,Present,Present,,,Present,Present,Present
bkwvir,Black-whiskered Vireo,Vireo altiloquus,Present,Present,,,Present,,,,,Present,Present
yucvir,Yucatan Vireo,Vireo magister,,,,,Present,,,,,Present,Present
gbopar2,Greater Bird-of-Paradise,Paradisaea apoda,,,,,,,,,,,Present
elepai,Hawaii Elepaio,Chasiempis sandwichensis,,,,,,,,Present,,,
elepai5,Kauai Elepaio,Chasiempis sclateri,,,,,,,,Present,,,
elepai4,Oahu Elepaio,Chasiempis ibidis,,,,,,,,Present,,,
magshr1,Magpie Shrike,Urolestes melanoleucus,,,Present,,,,,,,,
rebshr1,Red-backed Shrike,Lanius collurio,,,,,,,Present,,Present,,
brnshr,Brown Shrike,Lanius cristatus,,,,,,Present,Present,,Present,,
logshr,Loggerhead Shrike,Lanius ludovicianus,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
norshr4,Northern Shrike,Lanius borealis,Present,Present,Present,Present,Present,Present,Present,,Present,,Present
gryjay,Canada Jay,Perisoreus canadensis,Present,,Present,Present,Present,Present,Present,,Present,,
whtjay1,White-throated Jay,Cyanolyca mirabilis,,,,,,,,,,Present,
dwajay1,Dwarf Jay,Cyanolyca nanus,,,,,,,,,,Present,
bltjay1,Black-throated Jay,Cyanolyca pumilo,,,,,,,,,,Present,
sitjay1,Silvery-throated Jay,Cyanolyca argentigula,,,,,,,,,,Present,
azhjay1,Azure-hooded Jay,Cyanolyca cucullata,,,,,,,,,,Present,
btmjay,Black-throated Magpie-Jay,Cyanocorax colliei,Present,Present,,Present,Present,Present,,,,Present,
wtmjay1,White-throated Magpie-Jay,Cyanocorax formosus,,,,,Present,Present,,,,Present,
brnjay,Brown Jay,Cyanocorax morio,,,,,Present,,,,,Present,
grnjay,Green Jay,Cyanocorax yncas,,,,,Present,Present,,,,Present,
bucjay1,Bushy-crested Jay,Cyanocorax melanocyaneus,,,,,,,,,,Present,
yucjay1,Yucatan Jay,Cyanocorax yucatanicus,,,,,Present,,,,,Present,
pubjay1,Purplish-backed Jay,Cyanocorax beecheii,,,,,Present,,,,,Present,
sabjay,San Blas Jay,Cyanocorax sanblasianus,,Present,,,Present,,,,,Present,
tufjay1,Tufted Jay,Cyanocorax dickeyi,,,,,,,,,,Present,
blcjay1,Black-chested Jay,Cyanocorax affinis,,,,,,,,,,Present,
pinjay,Pinyon Jay,Gymnorhinus cyanocephalus,,,Present,Present,Present,Present,,,Present,Present,
stejay,Steller's Jay,Cyanocitta stelleri,,,Present,Present,Present,Present,Present,,Present,Present,
blujay,Blue Jay,Cyanocitta cristata,Present,Present,Present,Present,Present,Present,,,Present,,Present
flsjay,Florida Scrub-Jay,Aphelocoma coerulescens,,Present,,,,,,,Present,,
issjay,Island Scrub-Jay,Aphelocoma insularis,,,,,,Present,,,,,
cowscj1,California Scrub-Jay,Aphelocoma californica,,,,Present,Present,Present,,,Present,Present,
wooscj2,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,,,Present,Present,Present,Present,,,Present,Present,
mexjay4,Mexican Jay,Aphelocoma wollweberi,,,Present,,Present,,,,,Present,
mexjay3,Transvolcanic Jay,Aphelocoma ultramarina,,,,,,,,,,Present,
unijay1,Unicolored Jay,Aphelocoma unicolor,,,,,,,,,,Present,
eurjay1,Eurasian Jay,Garrulus glandarius,,Present,Present,,,,,,,,
azwmag2,Azure-winged Magpie,Cyanopica cyanus,,,Present,,,,,,,,
rbbmag,Red-billed Blue-Magpie,Urocissa erythroryncha,,,Present,,,,,,,,
orimag1,Oriental Magpie,Pica serica,,,,,,,,,,Present,
eurmag1,Eurasian Magpie,Pica pica,,,,,Present,Present,,,,,
bkbmag1,Black-billed Magpie,Pica hudsonia,Present,Present,Present,Present,Present,Present,Present,,Present,,
yebmag,Yellow-billed Magpie,Pica nuttalli,,,,,,Present,,,,,
clanut,Clark's Nutcracker,Nucifraga columbiana,,Present,Present,Present,Present,Present,Present,,Present,Present,
eurjac,Eurasian Jackdaw,Coloeus monedula,Present,Present,,,,,,,Present,,
houcro1,House Crow,Corvus splendens,,Present,,,Present,Present,,,,,Present
rook1,Rook,Corvus frugilegus,,,,,,,,,Present,,
amecro,American Crow,Corvus brachyrhynchos,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
cupcro1,Cuban Palm-Crow,Corvus minutus,,,,,,,,,,,Present
palcro1,Hispaniolan Palm-Crow,Corvus palmarum,,,,,,,,,,,Present
cubcro1,Cuban Crow,Corvus nasicus,,,,,,,,,,,Present
whncro1,White-necked Crow,Corvus leucognaphalus,,,,,,,,,,,Present
jamcro1,Jamaican Crow,Corvus jamaicensis,,,,,,,,,,,Present
tamcro,Tamaulipas Crow,Corvus imparatus,,,,,Present,,,,,Present,
sincro1,Sinaloa Crow,Corvus sinaloae,,,,,,,,,,Present,
fiscro,Fish Crow,Corvus ossifragus,Present,Present,Present,,Present,,,,Present,,Present
hawcro,Hawaiian Crow,Corvus hawaiiensis,,,,,,,,Present,,,
chirav,Chihuahuan Raven,Corvus cryptoleucus,,Present,Present,Present,Present,,,,Present,Present,
hoocro1,Hooded Crow,Corvus cornix,Present,,Present,,,,,,Present,,
piecro1,Pied Crow,Corvus albus,Present,Present,Present,,,Present,,,Present,,Present
whnrav1,White-necked Raven,Corvus albicollis,Present,,,,,,,,,,
comrav,Common Raven,Corvus corax,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
carchi,Carolina Chickadee,Poecile carolinensis,Present,Present,Present,,Present,,,,Present,,
bkcchi,Black-capped Chickadee,Poecile atricapillus,Present,Present,Present,Present,Present,Present,Present,,Present,,
mouchi,Mountain Chickadee,Poecile gambeli,,,Present,Present,Present,Present,Present,,Present,Present,
mexchi,Mexican Chickadee,Poecile sclateri,,,,,Present,,,,,Present,
chbchi,Chestnut-backed Chickadee,Poecile rufescens,,,,Present,,Present,Present,,Present,,
borchi2,Boreal Chickadee,Poecile hudsonicus,Present,Present,Present,Present,,Present,Present,,Present,,
gyhchi,Gray-headed Chickadee,Poecile cinctus,,,,,,,Present,,Present,,
blutit,Eurasian Blue Tit,Cyanistes caeruleus,,,Present,,,Present,,,Present,,
azutit2,Azure Tit,Cyanistes cyanus,,,Present,,,,,,,,
britit,Bridled Titmouse,Baeolophus wollweberi,,,,,Present,,,,,Present,
oaktit,Oak Titmouse,Baeolophus inornatus,,,,,,Present,,,,Present,
juntit1,Juniper Titmouse,Baeolophus ridgwayi,,,Present,Present,Present,Present,,,,Present,
tuftit,Tufted Titmouse,Baeolophus bicolor,Present,Present,Present,,Present,,,,Present,,
blctit4,Black-crested Titmouse,Baeolophus atricristatus,,,,,Present,,,,,Present,
gretit1,Great Tit,Parus major,Present,Present,Present,,,Present,Present,,Present,,
cintit13,Asian Tit,Parus cinereus,,,,,,Present,,,,,
verdin,Verdin,Auriparus flaviceps,,,,Present,Present,Present,,,,Present,
skylar,Eurasian Skylark,Alauda arvensis,Present,,,,,Present,Present,Present,Present,,Present
horlar,Horned Lark,Eremophila alpestris,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
thbwar1,Thick-billed Warbler,Arundinax aedon,,,,,,,Present,,,,
ictwar1,Icterine Warbler,Hippolais icterina,,,,,,,Present,,,,
sedwar1,Sedge Warbler,Acrocephalus schoenobaenus,,,,,,,Present,,,,
blrwar1,Blyth's Reed Warbler,Acrocephalus dumetorum,,,,,,,Present,,,,
miller,Millerbird,Acrocephalus familiaris,,,,,,,,Present,,,
pagwar1,Pallas's Grasshopper Warbler,Helopsaltes certhiola,,,,,,,Present,,,,
migwar,Middendorff's Grasshopper Warbler,Helopsaltes ochotensis,,,,,,,Present,,,,
lanwar,Lanceolated Warbler,Locustella lanceolata,,,,,,Present,Present,,,,
eurwar2,River Warbler,Locustella fluviatilis,,,,,,,Present,,,,
bkcdon,Black-capped Donacobius,Donacobius atricapilla,,,,,,,,,,Present,
banswa,Bank Swallow,Riparia riparia,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
treswa,Tree Swallow,Tachycineta bicolor,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
whwswa1,White-winged Swallow,Tachycineta albiventer,,,,,,,,,,Present,Present
whrswa1,White-rumped Swallow,Tachycineta leucorrhoa,,,,,,,,,,,Present
chiswa1,Chilean Swallow,Tachycineta leucopyga,,,,,,,,,,,Present
manswa1,Mangrove Swallow,Tachycineta albilinea,,Present,,,,,,,,Present,
golswa1,Golden Swallow,Tachycineta euchrysea,,,,,,,,,,,Present
vigswa,Violet-green Swallow,Tachycineta thalassina,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
bahswa,Bahama Swallow,Tachycineta cyaneoviridis,,Present,,,,,,,,,Present
purmar,Purple Martin,Progne subis,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
cubmar,Cuban Martin,Progne cryptoleuca,,Present,,,,,,,,,Present
carmar1,Caribbean Martin,Progne dominicensis,,,,,,,,,,,Present
sinmar1,Sinaloa Martin,Progne sinaloae,,,,,,,,,,Present,
gybmar,Gray-breasted Martin,Progne chalybea,Present,,,,Present,,,,,Present,Present
soumar,Southern Martin,Progne elegans,,Present,,,,,,,,Present,Present
brcmar1,Brown-chested Martin,Progne tapera,Present,Present,,,Present,,,,,Present,Present
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
srwswa1,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,,,,,,,,,,Present,Present
blcswa1,Black-capped Swallow,Atticora pileata,,,,,,,,,,Present,
whtswa1,White-thighed Swallow,Atticora tibialis,,,,,,,,,,Present,
bawswa1,Blue-and-white Swallow,Pygochelidon cyanoleuca,,,,,Present,,,,,Present,Present
barswa,Barn Swallow,Hirundo rustica,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present
comhom1,Western House-Martin,Delichon urbicum,,,,,,,,,Present,,Present
comhom2,Siberian House-Martin,Delichon lagopodum,,,,,,,Present,,,,
cliswa,Cliff Swallow,Petrochelidon pyrrhonota,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
cavswa,Cave Swallow,Petrochelidon fulva,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
colfin1,Collared Finchbill,Spizixos semitorques,,,,,,,,,Present,,
rewbul,Red-whiskered Bulbul,Pycnonotus jocosus,Present,Present,Present,,Present,Present,,Present,,,
revbul,Red-vented Bulbul,Pycnonotus cafer,,,,,Present,Present,,Present,,,
whebul1,White-eared Bulbul,Pycnonotus leucotis,,,,,,Present,,,Present,,
woowar,Wood Warbler,Phylloscopus sibilatrix,,,,,,Present,Present,,,,
yebwar3,Yellow-browed Warbler,Phylloscopus inornatus,,,Present,,,Present,Present,,Present,Present,
palwar5,Pallas's Leaf Warbler,Phylloscopus proregulus,,,,,,,Present,,,,
duswar,Dusky Warbler,Phylloscopus fuscatus,,,,,,Present,Present,,,Present,
wlwwar,Willow Warbler,Phylloscopus trochilus,,,,,,Present,Present,,,,
comchi1,Common Chiffchaff,Phylloscopus collybita,,,,,,,Present,,,,
arcwar1,Arctic Warbler,Phylloscopus borealis,Present,,,,,Present,Present,,Present,Present,Present
arcwar2,Kamchatka Leaf Warbler,Phylloscopus examinandus,,,,,,,Present,,Present,,
jabwar,Japanese Bush Warbler,Horornis diphone,,,,,,,,Present,,,
bushti,Bushtit,Psaltriparus minimus,,,Present,Present,Present,Present,,,Present,Present,
leswhi4,Lesser Whitethroat,Curruca curruca,,,,,,,Present,,,,
wrenti,Wrentit,Chamaea fasciata,,,,,,Present,,,,Present,
vitpar1,Vinous-throated Parrotbill,Suthora webbiana,,,,,,Present,,,,,
swiwhe1,Swinhoe's White-eye,Zosterops simplex,,Present,,,,Present,,,,Present,
warwhe1,Warbling White-eye,Zosterops japonicus,,,,,,,,Present,,,
indwhe1,Indian White-eye,Zosterops palpebrosus,,,,,,Present,,,,,
reblei,Red-billed Leiothrix,Leiothrix lutea,,Present,,,,Present,,Present,Present,,
melthr,Chinese Hwamei,Garrulax canorus,,,,,,,,Present,,,
whclau2,White-crested Laughingthrush,Garrulax leucolophus,,,,,,,,Present,,,
gnlthr,Greater Necklaced Laughingthrush,Pterorhinus pectoralis,,,,,,,,Present,,,
ruckin,Ruby-crowned Kinglet,Corthylio calendula,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
gockin,Golden-crowned Kinglet,Regulus satrapa,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
whbnut,White-breasted Nuthatch,Sitta carolinensis,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
pygnut,Pygmy Nuthatch,Sitta pygmaea,,,Present,Present,Present,Present,,,Present,Present,
bnhnut,Brown-headed Nuthatch,Sitta pusilla,Present,Present,Present,,Present,,,,,,
bnhnut2,Bahama Nuthatch,Sitta insularis,,,,,,,,,,,Present
rebnut,Red-breasted Nuthatch,Sitta canadensis,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
brncre,Brown Creeper,Certhia americana,Present,Present,Present,Present,Present,Present,Present,,Present,Present,Present
tafgna1,Tawny-faced Gnatwren,Microbates cinereiventris,,,,,,,,,,Present,
lobgna5,Long-billed Gnatwren,Ramphocaenus melanurus,,,,,,,,,,Present,Present
sltgna1,Slate-throated Gnatcatcher,Polioptila schistaceigula,,,,,,,,,,Present,
cubgna1,Cuban Gnatcatcher,Polioptila lembeyei,,,,,,,,,,,Present
whlgna3,Yucatan Gnatcatcher,Polioptila albiventris,,,,,,,,,,Present,
trogna2,White-browed Gnatcatcher,Polioptila bilineata,,,,,,,,,,Present,
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
bktgna,Black-tailed Gnatcatcher,Polioptila melanura,,,,Present,Present,Present,,,,Present,
calgna,California Gnatcatcher,Polioptila californica,,,,,,Present,,,,Present,
bkcgna,Black-capped Gnatcatcher,Polioptila nigriceps,,,,,Present,,,,,Present,
whlgna2,White-lored Gnatcatcher,Polioptila albiloris,,,,,,,,,,Present,
rocwre,Rock Wren,Salpinctes obsoletus,Present,Present,Present,Present,Present,Present,Present,,Present,Present,
nigwre1,Nightingale Wren,Microcerculus philomela,,,,,,,,,,Present,
scbwre1,Scaly-breasted Wren,Microcerculus marginatus,,,,,,,,,,Present,
canwre,Canyon Wren,Catherpes mexicanus,,,Present,Present,Present,Present,,,Present,Present,
sumwre1,Sumichrast's Wren,Hylorchilus sumichrasti,,,,,,,,,,Present,
navwre1,Nava's Wren,Hylorchilus navai,,,,,,,,,,Present,
zapwre1,Zapata Wren,Ferminia cerverai,,,,,,,,,,,Present
houwre,Northern House Wren,Troglodytes aedon,Present,Present,Present,Present,Present,Present,,,Present,Present,Present
houwre3,Cozumel Wren,Troglodytes beani,,,,,,,,,,Present,
cinwre1,Kalinago Wren,Troglodytes martinicensis,,,,,,,,,,,Present
houwre8,St. Lucia Wren,Troglodytes mesoleucus,,,,,,,,,,,Present
houwre10,St. Vincent Wren,Troglodytes musicus,,,,,,,,,,,Present
houwre11,Grenada Wren,Troglodytes grenadensis,,,,,,,,,,,Present
houwre4,Southern House Wren,Troglodytes musculus,,,,,,,,,,Present,Present
socwre2,Socorro Wren,Troglodytes sissonii,,,,,,,,,,Present,
clawre1,Clarion Wren,Troglodytes tanneri,,,,,,,,,,Present,
rubwre2,Rufous-browed Wren,Troglodytes rufociliatus,,,,,,,,,,Present,
ochwre1,Ochraceous Wren,Troglodytes ochraceus,,,,,,,,,,Present,
